Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company
2019-01-02 00:00:00-05:00,64.7265606088264,65.2506992665045,63.5127654533851,63.9081687927246,8737200,0,0,ABT
2019-01-02 00:00:00-05:00,62.8699989318848,65.3300018310547,62.5499992370606,65.2600021362305,4418600,0,0,TMUS
2019-01-02 00:00:00-05:00,33.7907379286183,34.0885223463311,33.4145870346503,33.8926124572754,26430315,0,0,PFE
2019-01-02 00:00:00-05:00,106.794836388391,107.822280691678,106.429308464596,107.654335021973,9723500,0,0,DIS
2019-01-02 00:00:00-05:00,69.4008149352976,71.1646753573089,68.8287530787212,70.6116790771484,6762700,0,0,NKE
2019-01-02 00:00:00-05:00,30.003617958388,30.8636790013064,29.9409019700284,30.7920055389404,16970400,0,0,CMCSA
2019-01-02 00:00:00-05:00,88.1965183802087,88.6389737577152,86.7303329089338,87.1901397705078,2703929,0,0,DHR
2019-01-02 00:00:00-05:00,185.046935154502,189.211696714508,184.670077756243,187.916854858398,1485600,0,0,INTU
2019-01-02 00:00:00-05:00,37.9911988371014,39.0764517882219,37.8445424280876,38.7098121643066,1212500,0,0,TTE
2019-01-02 00:00:00-05:00,39.331574381367,40.5582582192485,39.2279120259607,40.549617767334,20295200,0,0,WFC
2019-01-02 00:00:00-05:00,43.6168371896941,43.6168371896941,42.9333816444836,43.5081062316895,13969700,0,0,VZ
2019-01-02 00:00:00-05:00,32.8447452867954,33.7320606882559,32.7109443555101,33.7038917541504,2246036,0,0,BHP
2019-01-02 00:00:00-05:00,49.7488938131173,50.2717010347398,49.7488938131173,50.1845664978027,824400,0,0,HDB
2019-01-02 00:00:00-05:00,31.6573818947597,32.0808402960148,31.5632810249516,32.057315826416,2565000,0,0,HSBC
2019-01-02 00:00:00-05:00,50.6921169462569,51.9492626336107,50.3931619259918,51.5966491699219,6471200,0,0,PM
2019-01-02 00:00:00-05:00,49.7817475492525,51.3761800473262,49.5337223133428,50.8447036743164,9896600,0,0,QCOM
2019-01-02 00:00:00-05:00,83.9052293846267,86.8791038677177,83.6655245991856,86.3023071289063,4434935,0,0,IBM
2019-01-02 00:00:00-05:00,165.23027447815,165.813878124364,162.166316047966,164.698150634766,3009100,0,0,AMGN
2019-01-02 00:00:00-05:00,80.7475191067044,82.9150605626123,80.4863666531037,82.2186584472656,6478800,0,0,TXN
2019-01-02 00:00:00-05:00,174.119995117188,180.449996948242,172.460006713867,178.320007324219,2561500,0,0,NOW
2019-01-02 00:00:00-05:00,307.240816655676,314.781193388771,304.830997892049,314.645141601563,3292200,0,0,BA
2019-01-02 00:00:00-05:00,50.6983700848302,53.3381269699391,50.4811762897273,52.9455070495606,5735400,0,0,COP
2019-01-02 00:00:00-05:00,122.249683008266,124.655936674724,121.456623978205,124.169273376465,3606300,0,0,UNP
2019-01-02 00:00:00-05:00,24.0748758679414,24.9138367159721,23.4497678773782,24.7328834533691,3733300,0,0,BX
2019-01-02 00:00:00-05:00,161.885258584871,163.798004546929,159.714287831869,162.439956665039,1362200,0,0,SPGI
2019-01-02 00:00:00-05:00,81.9034709703231,82.9600682043689,81.613754945889,82.8322525024414,3297300,0,0,UPS
2019-01-02 00:00:00-05:00,43.9579439632363,48.2005319528283,43.6633187055055,47.4345092773438,21541338,0,0,GE
2019-01-02 00:00:00-05:00,33.4360557782585,34.8927784760005,33.2132611645353,34.6185722351074,10648000,0,0,MS
2019-01-02 00:00:00-05:00,117.511163003014,119.226121819264,116.888357965422,118.99144744873,2756000,0,0,HON
2019-01-02 00:00:00-05:00,109.806383206186,113.214868346501,108.894503485356,111.88688659668,4783200,0,0,CAT
2019-01-02 00:00:00-05:00,30.2618018393782,31.914677984998,30.2240209484764,31.6218814849854,11106300,0,0,AMAT
2019-01-02 00:00:00-05:00,61.0751456839834,61.9188559375745,60.9251495712524,61.7876129150391,1820300,0,0,BUD
2019-01-02 00:00:00-05:00,87.437648208134,89.634988512635,87.3072905891333,89.0856552124023,4175400,0,0,AXP
2019-01-02 00:00:00-05:00,56.0302713374905,57.0136891723883,55.9889485582636,56.9558410644531,556900,0,0,RY
2019-01-02 00:00:00-05:00,38.5669738840824,38.7054492430839,37.7473032242504,37.9304466247559,10549600,0,0,NEE
2019-01-02 00:00:00-05:00,43.7652579688293,44.0007348825745,43.613879036241,43.8241271972656,1199800,0,0,UL
2019-01-02 00:00:00-05:00,35.4227449171631,35.5219905714419,35.1498154241933,35.4475555419922,1058500,0,0,SNY
2019-01-02 00:00:00-05:00,58.4863268432278,60.2604947689792,57.9746557724068,60.2326889038086,9361752,0,0,RTX
2019-01-02 00:00:00-05:00,14.4125962486675,14.9638150418882,14.3114546936085,14.9385290145874,52025256,0,0,T
2019-01-02 00:00:00-05:00,83.3268396954557,84.8066585030733,82.9249101579635,84.2859802246094,4198200,0,0,LOW
2019-01-02 00:00:00-05:00,57.6393386492467,58.2638877101516,57.213921573307,58.2186279296875,10094000,0,0,SBUX
2019-01-02 00:00:00-05:00,29.059555466467,29.6413723665358,29.0345305191175,29.6226024627686,3149600,0,0,RIO
2019-01-02 00:00:00-05:00,39.8684193906563,40.7170268990519,39.6017125000863,40.6200408935547,1438000,0,0,TD
2019-01-02 00:00:00-05:00,147.791729270399,149.54585520717,145.478184704184,146.492736816406,1750000,0,0,SYK
2019-01-02 00:00:00-05:00,341.022281910113,345.330530864572,339.980540695958,343.794403076172,926800,0,0,BLK
2019-01-02 00:00:00-05:00,227.7232480046,233.840293935557,226.339441540864,233.337905883789,1064700,0,0,LMT
2019-01-02 00:00:00-05:00,147.113388530727,154.203620106264,146.236065518389,154.00666809082,3999400,0,0,GS
2019-01-02 00:00:00-05:00,244.052539455338,244.543637468097,236.940913364477,240.850891113281,2180300,0,0,ELV
2019-01-02 00:00:00-05:00,156.5,157.74333190918,153.92333984375,155.343338012695,2396100,0,0,ISRG
2019-01-02 00:00:00-05:00,1691.25,1736.77001953125,1690.83996582031,1721.69995117188,312600,0,0,BKNG
2019-01-02 00:00:00-05:00,47.5699996948242,48.9799995422363,47.4000015258789,48.7200012207031,779800,0,0,SONY
2019-01-02 00:00:00-05:00,79.3461396219941,79.8867538770861,77.1836826016261,77.9192733764648,7099100,0,0,MDT
2019-01-02 00:00:00-05:00,51.528833211754,51.6264934980149,50.2858896558397,50.632137298584,2476100,0,0,PLD
2019-01-02 00:00:00-05:00,37.8486048496186,38.918035024866,37.7370129068632,38.6669540405273,5835100,0,0,SCHW
2019-01-02 00:00:00-05:00,136.561779420327,139.76500721665,136.561779420327,138.308151245117,1987700,0,0,DE
2019-01-02 00:00:00-05:00,4.78000020980835,4.98999977111816,4.78000020980835,4.96000003814697,1245000,0,0,MUFG
2019-01-02 00:00:00-05:00,28.4341416788738,29.397882585515,28.3886095867067,29.2840538024902,5537100,0,0,BP
2019-01-02 00:00:00-05:00,41.3097245888194,42.0662458186075,41.2256666743986,41.7113342285156,5939100,0,0,TJX
2019-01-02 00:00:00-05:00,43.7057086122334,44.9826576329483,43.7057086122334,44.6336250305176,8441300,0,0,BMY
2019-01-02 00:00:00-05:00,5.15901591934358,5.51885634317928,5.11990305684668,5.47974348068237,31001800,0,0,PBR
2019-01-02 00:00:00-05:00,72.7194108842025,73.0611226252103,72.0267570914311,72.9964752197266,1597300,0,0,MMC
2019-01-02 00:00:00-05:00,35.7430736498445,36.1302155209274,35.5269931081652,35.9141349792481,7300800,0,0,MDLZ
2019-01-02 00:00:00-05:00,141.097789180339,141.097789180339,138.241878751972,140.765502929688,2030600,0,0,AMT
2019-01-02 00:00:00-05:00,51.0686128079558,51.4648967221257,50.629258770314,51.0255393981934,4153200,0,0,PGR
2019-01-02 00:00:00-05:00,124.414172474126,130.184606268588,124.358227287277,128.926116943359,1712600,0,0,LRCX
2019-01-02 00:00:00-05:00,13.3999996185303,13.9139995574951,13.1169996261597,13.7600002288818,12326000,0,0,SHOP
2019-01-02 00:00:00-05:00,117.045190558871,118.513235091386,116.546776110314,117.933265686035,2190100,0,0,ADP
2019-01-02 00:00:00-05:00,15.6401617165535,16.2543838516729,15.5877284506932,16.1944599151611,1631000,0,0,EQNR
2019-01-02 00:00:00-05:00,50.9284079430335,52.7838016487087,50.7140086401933,52.3137664794922,7839400,0,0,GILD
2019-01-02 00:00:00-05:00,116.39256800916,117.26790492567,114.951906290575,116.064315795898,1391900,0,0,CB
2019-01-02 00:00:00-05:00,76.7795024358629,78.9724207469327,76.7155426379653,78.5064239501953,2523900,0,0,ADI
2019-01-02 00:00:00-05:00,61.6800003051758,62.3899993896484,60.6399993896484,61.0699996948242,4432800,0,0,PANW
2019-01-02 00:00:00-05:00,161.210006713867,165.139999389648,160.949996948242,164.080001831055,1465400,0,0,VRTX
2019-01-02 00:00:00-05:00,60.2760912114537,61.3797861758852,60.1692793926673,61.0682601928711,2766600,0,0,ETN
2019-01-02 00:00:00-05:00,10.1127522478027,10.4264540446581,10.0194673371655,10.3604116439819,3210100,0,0,UBS
2019-01-02 00:00:00-05:00,56.1597779672511,57.0342999404763,55.7961177191373,56.7831993103027,7322400,0,0,CVS
2019-01-02 00:00:00-05:00,42.2368055375866,44.7870163144251,42.2284697388418,44.6119995117188,21646300,0,0,C
2019-01-02 00:00:00-05:00,368.149993896484,376.790008544922,366.010009765625,372.440002441406,599600,0,0,REGN
2019-01-02 00:00:00-05:00,18.032776331473,18.583752047755,17.7806363209027,18.3222732543945,2595900,0,0,KKR
2019-01-02 00:00:00-05:00,30.5161666287721,32.5637047727919,30.2700685107981,32.2388534545898,26004300,0,0,MU
2019-01-02 00:00:00-05:00,82.370002746582,84.7300033569336,82.3099975585938,84.0500030517578,958700,0,0,SNPS
2019-01-02 00:00:00-05:00,178.873813455739,180.074623405334,175.643049373735,178.378234863281,3478200,0,0,CI
2019-01-02 00:00:00-05:00,285.609985351563,298.869995117188,282.880004882813,298.010009765625,349000,0,0,MELI
2019-01-02 00:00:00-05:00,34.6500015258789,34.8600006103516,34.060001373291,34.4599990844727,6336900,0,0,BSX
2019-01-02 00:00:00-05:00,81.6889857976403,82.2399584138769,80.9543531844187,81.6599884033203,2665600,0,0,ZTS
2019-01-02 00:00:00-05:00,10.1097732546341,10.2568597793579,10.0999672369449,10.2568597793579,3436900,0,0,IBN
2019-01-02 00:00:00-05:00,125.343358697195,125.432620974192,124.111623715611,124.450790405273,360200,0,0,DEO
2019-01-02 00:00:00-05:00,72.2099990844727,73.4899978637695,71.8199996948242,72.2099990844727,2278600,0,0,FI
2019-01-02 00:00:00-05:00,159.722183268602,160.895725064728,158.231689509831,158.968368530273,1771500,0,0,CME
2019-01-02 00:00:00-05:00,35.6750101339111,35.7237809160933,35.1629277734205,35.5368309020996,5756100,0,0,SO
2019-01-02 00:00:00-05:00,319.738965567808,322.860561557604,314.521042946503,320.398071289063,664600,0,0,EQIX
2019-01-02 00:00:00-05:00,42.6500015258789,43.4799995422363,42.5,43.2299995422363,1463600,0,0,CDNS
2019-01-02 00:00:00-05:00,80.9046369987261,84.7497597096832,80.9046369987261,84.0288009643555,1225000,0,0,KLAC
2019-01-02 00:00:00-05:00,30.9899560369047,32.9633920841137,30.8589743386064,32.4831314086914,15926100,0,0,SLB
2019-01-02 00:00:00-05:00,33.8240347091778,34.2458846760868,33.1601409767042,34.1006584167481,9412800,0,0,MO
2019-01-02 00:00:00-05:00,69.5098489532867,70.7209589256834,68.9185977854117,70.5206909179688,830500,0,0,CNI
2019-01-02 00:00:00-05:00,22.3402304996351,23.1687226702212,22.1948817499009,22.9506988525391,3921500,0,0,ENB
2019-01-02 00:00:00-05:00,42.4634987926136,42.8480114623554,41.5969741190657,42.2666473388672,3898000,0,0,NTES
2019-01-02 00:00:00-05:00,8.39437937483223,8.5976113131027,8.36787104433708,8.4915771484375,9818900,0,0,INFY
2019-01-02 00:00:00-05:00,111.295752594575,112.989617589422,110.546889831481,112.864807128906,1905600,0,0,ITW
2019-01-02 00:00:00-05:00,18.1753168873478,18.2552280426025,18.095405732093,18.2552280426025,449500,0,0,RELX
2019-01-02 00:00:00-05:00,29.7597295604859,30.0276223978941,29.6257816389441,29.8464012145996,2381700,0,0,GSK
2019-01-02 00:00:00-05:00,69.5960725918689,74.145896122774,69.2223315309026,73.617790222168,3863000,0,0,EOG
2019-01-02 00:00:00-05:00,17.2869107407938,18.5446844895363,17.2869107407938,18.5222244262695,3006845,0,0,CNQ
2019-01-02 00:00:00-05:00,21.7458236872856,22.0034597145688,21.6065620825758,21.9616813659668,3828900,0,0,BTI
2019-01-02 00:00:00-05:00,124.033165379324,125.877505851877,123.134879821695,124.94100189209,1522500,0,0,SHW
2019-01-02 00:00:00-05:00,222.411287401294,227.382041278002,218.639419598983,227.206817626953,1637900,0,0,NOC
2019-01-02 00:00:00-05:00,70.0934042013423,70.1585255651933,68.6200690535232,68.9456634521484,2857400,0,0,DUK
2019-01-02 00:00:00-05:00,155.960006713867,160,155.350006103516,159.740005493164,1796500,0,0,WDAY
2019-01-02 00:00:00-05:00,203.128266052536,204.079985660262,199.696593720083,201.398696899414,1206220,0,0,BDX
2019-01-02 00:00:00-05:00,51.25,53.3549995422363,50.5875015258789,52.6375007629395,2608400,0,0,ANET
2019-01-02 00:00:00-05:00,81.0826183759497,81.6900511340474,80.465987197901,81.6532363891602,1919100,0,0,WM
2019-01-02 00:00:00-05:00,137.27766071833,139.169072618255,135.951904335588,138.992294311523,1276200,0,0,GD
2019-01-02 00:00:00-05:00,117.662487869918,117.806077931751,114.962877848824,116.561584472656,1501300,0,0,HCA
2019-01-02 00:00:00-05:00,94.7488592496732,95.8209417495011,94.2755999290914,95.3283615112305,293100,0,0,RACE
2019-01-02 00:00:00-05:00,8.73370143047644,8.97025222208298,8.72125170126771,8.92045211791992,5193200,0,0,STLA
2019-01-02 00:00:00-05:00,131.421035584323,135.973236252343,131.421035584323,134.701309204102,1196400,0,0,MCO
2019-01-02 00:00:00-05:00,33.6878539336651,34.391522809121,33.2813757572432,34.3378372192383,2096500,0,0,CP
2019-01-02 00:00:00-05:00,3.78139135949812,3.89311438195855,3.78139135949812,3.87592625617981,8905500,0,0,SAN
2019-01-02 00:00:00-05:00,6.44999980926514,6.71000003814697,6.44000005722046,6.69999980926514,1645200,0,0,SMFG
2019-01-02 00:00:00-05:00,137.715048268343,138.655013146458,136.918950338487,138.15625,961600,0,0,AON
2019-01-02 00:00:00-05:00,146.565734705904,151.059234207096,145.687378681839,150.883560180664,2125700,0,0,FDX
2019-01-02 00:00:00-05:00,8.94851488566538,9.32194594081209,8.93468444780966,9.31503105163574,22120700,0,0,VALE
2019-01-02 00:00:00-05:00,52.5094291144937,52.7576157390221,51.9598681869107,52.5182914733887,4559400,0,0,CL
2019-01-02 00:00:00-05:00,42.1516589052513,42.3978536105646,41.5889339001446,41.8175430297852,737500,0,0,TRI
2019-01-02 00:00:00-05:00,82.379997253418,86.1999969482422,82.2399978637695,85.75,10146200,0,0,PYPL
2019-01-02 00:00:00-05:00,69.9664768563359,70.8869679847881,69.8819456860747,70.7554702758789,2274300,0,0,ICE
2019-01-02 00:00:00-05:00,19.0524222284332,19.5196404495358,18.8203821925423,19.4255695343018,15038700,0,0,CSX
2019-01-02 00:00:00-05:00,6.03189530466227,6.35107824776748,6.02538136704788,6.32502174377441,27493373,0.003298,0,ITUB
2019-01-02 00:00:00-05:00,274.01252390335,274.544462573239,268.132066170402,272.348968505859,1168800,0,0,HUM
2019-01-02 00:00:00-05:00,105.344560237218,109.496591333019,104.67333440188,108.422622680664,2151100,0,0,MCK
2019-01-02 00:00:00-05:00,57.8305722794028,59.4216694391033,57.5639121563241,59.0572319030762,4549300,0,0,TGT
2019-01-02 00:00:00-05:00,427.829986572266,447.459991455078,423.980010986328,443.359985351563,706300,0,0,CMG
2019-01-02 00:00:00-05:00,103.064258876635,104.870196457701,101.683243884501,103.778907775879,1802100,0,0,MAR
2019-01-02 00:00:00-05:00,141.257211820827,144.290759489284,139.928918595148,143.231704711914,956900,0,0,APD
2019-01-02 00:00:00-05:00,279.890014648438,289.519989013672,279.109985351563,287.989990234375,1296300,0,0,CHTR
2019-01-02 00:00:00-05:00,37.4498735860662,38.4188316210091,37.3090829486285,38.3857040405273,8155500,0,0,USB
2019-01-02 00:00:00-05:00,19.3685772223301,19.5320236059149,19.1182973489326,19.3890075683594,2977892,0,0,BN
2019-01-02 00:00:00-05:00,53.1867821670347,54.1557558036134,52.9897045884885,54.1475486755371,634200,0,0,BMO
2019-01-02 00:00:00-05:00,16.6979250774506,17.0178603852844,16.4937099738113,17.0110530853272,4865800,0,0,EPD
2019-01-02 00:00:00-05:00,157.474139637741,159.443643796063,156.598809295578,159.358016967773,594600,0,0,CTAS
2019-01-02 00:00:00-05:00,3.97842754475664,4.07827234268189,3.97842754475664,4.07827234268189,3799800,0,0,BBVA
2019-01-02 00:00:00-05:00,23.2665992843237,23.5911417378751,22.8416024070906,23.3284168243408,1867600,0,0,SCCO
2019-01-02 00:00:00-05:00,134.94609444569,138.46754824262,133.861148901302,138.274459838867,1097600,0,0,PH
2019-01-02 00:00:00-05:00,118.889999389648,124.589996337891,118.279998779297,123.349998474121,2085800,0,0,LULU
2019-01-02 00:00:00-05:00,153.594126624202,156.1864654655,152.678212404205,156.153747558594,2475200,0,0,MMM
2019-01-02 00:00:00-05:00,23.16978214173,23.5877312392347,22.1273102198237,22.6365375518799,12052465,0,0,DELL
2019-01-02 00:00:00-05:00,37.969828836404,38.2557454939998,37.7553922521141,38.0222473144531,2780800,0,0,APH
2019-01-02 00:00:00-05:00,102.566863267158,108.898640388558,102.4872133802,106.963272094727,2248400,0,0,PXD
2019-01-02 00:00:00-05:00,68.8869653040128,71.4060408047276,68.6285990598321,71.1476745605469,3147800,0,0,PSX
2019-01-02 00:00:00-05:00,138.265886403305,139.035611698312,136.403329251076,137.714721679688,1429900,0,0,ECL
2019-01-02 00:00:00-05:00,22.3252230053711,22.78732291035,22.2457990677655,22.7440013885498,443200,0,0,E
2019-01-02 00:00:00-05:00,106.302200754292,108.150119108127,106.050207356652,107.123497009277,1078600,0,0,MSI
2019-01-02 00:00:00-05:00,67.7484340282493,68.130715720711,66.6015747235174,67.0304794311523,1060500,0,0,AJG
2019-01-02 00:00:00-05:00,66.9023510001937,70.0469727650652,66.5767185429957,69.8050765991211,4720900,0,0,NXPI
2019-01-02 00:00:00-05:00,9.42367524007893,9.88497380203175,9.34836122579332,9.753173828125,17940900,0,0,FCX
2019-01-02 00:00:00-05:00,53.8769691432425,55.550610233295,53.1647825291692,55.1945152282715,5355300,0,0,OXY
2019-01-02 00:00:00-05:00,280.9934100456,285.432209484659,276.69697320731,284.460693359375,313300,0,0,TDG
2019-01-02 00:00:00-05:00,38.7918894829098,39.5519012265466,38.6900345190917,39.4030342102051,788900,0,0,BNS
2019-01-02 00:00:00-05:00,96.3554934809884,99.6775205906017,96.1044562103425,99.4181137084961,1912000,0,0,PNC
2019-01-02 00:00:00-05:00,19.7325988301823,20.6127103319675,19.7079222349404,20.4153022766113,515500,0,0,APO
2019-01-02 00:00:00-05:00,85.8199996948242,90.1399993896484,84.1800003051758,89.0299987792969,1570400,0,0,TEAM
2019-01-02 00:00:00-05:00,64.4004010842252,65.6545763694438,63.8485577565,65.5757446289063,2562532,0,0,TT
2019-01-02 00:00:00-05:00,66.0323744328293,66.2081598900837,65.5975237197145,66.1804046630859,1572700,0,0,RSG
2019-01-02 00:00:00-05:00,51.7080186080174,52.604994855204,51.4793791824676,52.5434379577637,3341800,0,0,EMR
2019-01-02 00:00:00-05:00,23.4178006742771,23.8483075046515,23.3281113236119,23.7496490478516,655900,0,0,HMC
2019-01-02 00:00:00-05:00,90.4440490774666,90.4440490774666,88.3766613033696,89.0405731201172,2127700,0,0,CCI
2019-01-02 00:00:00-05:00,57.2893260066444,57.397589634089,55.6486799728562,56.0401039123535,2328100,0,0,WELL
2019-01-02 00:00:00-05:00,15.4308562304606,16.2654817710158,15.3435125365857,16.0131530761719,18511500,0,0,MRVL
2019-01-02 00:00:00-05:00,37.1716080658186,37.6104607126568,36.9252347531024,37.5334701538086,1329800,0,0,NGG
2019-01-02 00:00:00-05:00,7.95102279689678,8.10290465002813,7.94342852318276,8.0877161026001,5005200,0,0,ING
2019-01-02 00:00:00-05:00,11.7250003814697,11.9899997711182,11.6724996566772,11.9200000762939,5479600,0,0,CPRT
2019-01-02 00:00:00-05:00,133.099891481586,135.563349700304,131.134536701034,135.436553955078,1745000,0,0,NSC
2019-01-02 00:00:00-05:00,39.4904801065102,40.3672605831893,39.4373407696588,40.3141212463379,4022100,0,0,AFL
2019-01-02 00:00:00-05:00,32.0174474361346,32.9733610984928,31.7727786512909,32.9221534729004,2704500,0,0,PCAR
2019-01-02 00:00:00-05:00,33.9423599787735,34.9202594721984,33.6414668459126,34.8283195495606,5226900,0,0,MET
2019-01-02 00:00:00-05:00,8.30743057043028,8.88312092598686,8.30743057043028,8.86125946044922,1233400,0,0,BSBR
2019-01-02 00:00:00-05:00,29.2355435144006,29.5155920239281,28.802736857913,29.2610015869141,4094800,0,0,NEM
2019-01-02 00:00:00-05:00,126.789987068493,127.506434067927,124.7168346372,125.768646240234,1439900,0,0,SPG
2019-01-02 00:00:00-05:00,40.1141371084782,40.1141371084782,39.4120070997648,39.6609115600586,2393000,0,0,SRE
2019-01-02 00:00:00-05:00,125.389999389648,129.639999389648,124.650001525879,128.960006713867,1517500,0,0,ADSK
2019-01-02 00:00:00-05:00,8.17566709698371,8.45867083808048,8.15680034084749,8.3328914642334,10460800,0,0,ET
2019-01-02 00:00:00-05:00,831.669982910156,844.559997558594,829.010009765625,838.47998046875,333400,0,0,AZO
2019-01-02 00:00:00-05:00,34.0380336464797,34.755544600405,33.8367775617749,34.6680412292481,4516200,0,0,AIG
2019-01-02 00:00:00-05:00,164.991666626652,165.238047935792,159.234619778146,160.195495605469,1222700,0,0,PSA
2019-01-02 00:00:00-05:00,32.516948903762,33.4516917364198,32.3920098477468,33.0167121887207,5305000,0,0,MCHP
2019-01-02 00:00:00-05:00,124.316198457074,126.766168252392,123.904689162777,126.268516540527,1640100,0,0,EL
2019-01-02 00:00:00-05:00,36.4708478841845,39.3576983941581,36.2759167442721,39.2091789245606,4692200,0,0,HES
